channelId,portId,channelName,channelLength,channelWidth,channelDepth,channelDepthAtChartDatum,oneWayOrTwoWay,maxVesselLOA,maxVesselBeam,maxVesselDraft,trafficSeparationScheme,speedLimit,tidalWindowRequired,pilotageCompulsory,tugEscortRequired,dayNightRestrictions,visibilityMinimum,windSpeedLimit,currentSpeedLimit,channelSegments,anchorageAreaId
149,37,Port Rashid Main Approach Channel,20354,488,23.3,22.5,Two-Way,400,62,21.8,TRUE,14,FALSE,TRUE,TRUE,Night Transit with Enhanced Pilotage,1000,30,3.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 4795, ""width"": 492, ""depth"": 23.5, ""bearing"": 146}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 5447, ""width"": 481, ""depth"": 23.6, ""bearing"": 280}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 3644, ""width"": 474, ""depth"": 23.6, ""bearing"": 123}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 6468, ""width"": 465, ""depth"": 23.0, ""bearing"": 22}]",149
150,37,Port Rashid Inner Navigation Channel,3202,157,15.7,14.8,One-Way,347,51,14.2,TRUE,10,FALSE,TRUE,FALSE,Daylight Hours Preferred,1000,30,3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 949, ""width"": 162, ""depth"": 15.7, ""bearing"": 132}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 352, ""width"": 138, ""depth"": 15.3, ""bearing"": 347}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 337, ""width"": 135, ""depth"": 16.0, ""bearing"": 153}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 278, ""width"": 168, ""depth"": 15.8, ""bearing"": 143}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 1286, ""width"": 139, ""depth"": 15.7, ""bearing"": 172}]",150
151,37,Port Rashid Basin Access Channel,1298,209,11.7,10.7,Two-Way,266,46,10.2,FALSE,6,TRUE,TRUE,TRUE,None,1500,45,3.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 509, ""width"": 226, ""depth"": 11.3, ""bearing"": 32}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 162, ""width"": 185, ""depth"": 12.0, ""bearing"": 58}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 161, ""width"": 194, ""depth"": 11.4, ""bearing"": 239}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 120, ""width"": 220, ""depth"": 11.4, ""bearing"": 66}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 346, ""width"": 196, ""depth"": 11.7, ""bearing"": 331}]",151
152,37,Port Rashid Terminal Access Fairway,625,184,13.4,12.7,Two-Way,277,43,11.9,FALSE,8,FALSE,TRUE,TRUE,None,750,45,3.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 195, ""width"": 176, ""depth"": 13.7, ""bearing"": 95}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 86, ""width"": 190, ""depth"": 13.5, ""bearing"": 29}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 344, ""width"": 168, ""depth"": 13.6, ""bearing"": 174}]",152
153,38,Port of Fujairah Main Approach Channel,24242,539,18.3,17.8,Two-Way,374,55,16.8,TRUE,14,FALSE,TRUE,TRUE,None,750,30,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 7376, ""width"": 520, ""depth"": 18.4, ""bearing"": 69}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 4520, ""width"": 539, ""depth"": 18.4, ""bearing"": 162}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 4420, ""width"": 567, ""depth"": 18.3, ""bearing"": 113}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 7926, ""width"": 550, ""depth"": 18.6, ""bearing"": 316}]",153
154,38,Port of Fujairah Inner Navigation Channel,7941,200,12.2,10.7,One-Way,355,49,10.7,FALSE,12,FALSE,TRUE,FALSE,None,1500,45,2.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1571, ""width"": 176, ""depth"": 11.8, ""bearing"": 77}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 6370, ""width"": 189, ""depth"": 12.0, ""bearing"": 332}]",154
155,38,Port of Fujairah Basin Access Channel,624,177,10.5,9.4,One-Way,290,45,9,TRUE,6,TRUE,TRUE,TRUE,None,1500,35,3.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 103, ""width"": 196, ""depth"": 10.9, ""bearing"": 306}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 91, ""width"": 200, ""depth"": 10.9, ""bearing"": 30}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 102, ""width"": 207, ""depth"": 10.7, ""bearing"": 352}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 328, ""width"": 174, ""depth"": 10.2, ""bearing"": 154}]",155
156,38,Port of Fujairah Terminal Access Fairway,897,152,10.1,8.8,One-Way,308,47,8.6,FALSE,6,FALSE,TRUE,FALSE,24/7 Operations,1500,40,2.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 318, ""width"": 179, ""depth"": 9.8, ""bearing"": 240}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 579, ""width"": 143, ""depth"": 9.7, ""bearing"": 70}]",156
157,38,Port of Fujairah Deep Water Tanker Channel,6517,450,27.7,26.5,One-Way,385,68,25.7,TRUE,10,FALSE,TRUE,TRUE,Day Only for Deep Draft,2000,30,3.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1601, ""width"": 476, ""depth"": 27.6, ""bearing"": 215}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1332, ""width"": 454, ""depth"": 27.2, ""bearing"": 352}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1368, ""width"": 422, ""depth"": 27.4, ""bearing"": 123}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 2216, ""width"": 420, ""depth"": 27.2, ""bearing"": 332}]",157
158,39,Jeddah Islamic Port Main Approach Channel,24960,423,15.1,14.3,Two-Way,378,63,13.6,TRUE,10,FALSE,TRUE,TRUE,None,1000,45,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 7824, ""width"": 427, ""depth"": 14.6, ""bearing"": 341}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 3944, ""width"": 452, ""depth"": 15.0, ""bearing"": 232}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 4054, ""width"": 441, ""depth"": 14.7, ""bearing"": 326}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 9138, ""width"": 404, ""depth"": 15.6, ""bearing"": 294}]",158
159,39,Jeddah Islamic Port Inner Navigation Channel,4587,186,14.1,12.8,Two-Way,331,55,12.6,FALSE,10,FALSE,FALSE,TRUE,None,500,40,2.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1483, ""width"": 157, ""depth"": 13.7, ""bearing"": 147}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 3104, ""width"": 160, ""depth"": 13.6, ""bearing"": 23}]",159
160,39,Jeddah Islamic Port Basin Access Channel,2759,114,13.3,11.9,One-Way,308,41,11.8,TRUE,6,TRUE,TRUE,TRUE,Daylight Hours Preferred,1000,30,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1085, ""width"": 141, ""depth"": 13.2, ""bearing"": 236}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 394, ""width"": 113, ""depth"": 13.4, ""bearing"": 142}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1280, ""width"": 91, ""depth"": 13.4, ""bearing"": 298}]",160
161,39,Jeddah Islamic Port Terminal Access Fairway,1369,111,11.5,10.8,One-Way,251,42,10,FALSE,8,FALSE,TRUE,TRUE,None,1000,35,2.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 297, ""width"": 117, ""depth"": 11.1, ""bearing"": 5}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 400, ""width"": 120, ""depth"": 11.8, ""bearing"": 98}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 104, ""width"": 84, ""depth"": 11.8, ""bearing"": 344}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 138, ""width"": 99, ""depth"": 11.2, ""bearing"": 233}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 430, ""width"": 98, ""depth"": 11.9, ""bearing"": 188}]",161
162,39,Jeddah Islamic Port Deep Water Tanker Channel,6118,450,21.7,21,One-Way,376,61,19.7,FALSE,14,FALSE,TRUE,TRUE,24/7 Operations,1000,30,3.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1422, ""width"": 476, ""depth"": 21.4, ""bearing"": 139}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 4696, ""width"": 425, ""depth"": 22.0, ""bearing"": 344}]",162
163,40,King Abdulaziz Port Dammam Main Approach Channel,23000,446,23.6,22.5,Two-Way,385,64,22.1,TRUE,14,TRUE,TRUE,TRUE,24/7 Operations,750,35,3.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 5425, ""width"": 421, ""depth"": 23.3, ""bearing"": 1}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 3777, ""width"": 435, ""depth"": 23.3, ""bearing"": 122}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 13798, ""width"": 468, ""depth"": 24.0, ""bearing"": 250}]",163
164,40,King Abdulaziz Port Dammam Inner Navigation Channel,7307,203,16.7,15.4,One-Way,348,55,15.2,TRUE,12,FALSE,TRUE,FALSE,24/7 Operations,750,30,2.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1626, ""width"": 202, ""depth"": 16.5, ""bearing"": 338}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1689, ""width"": 221, ""depth"": 16.5, ""bearing"": 331}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 3992, ""width"": 179, ""depth"": 17.2, ""bearing"": 296}]",164
165,40,King Abdulaziz Port Dammam Basin Access Channel,602,111,12.3,11.7,One-Way,276,41,10.8,FALSE,8,FALSE,TRUE,TRUE,24/7 Operations,750,35,2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 129, ""width"": 131, ""depth"": 12.4, ""bearing"": 262}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 154, ""width"": 128, ""depth"": 12.8, ""bearing"": 105}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 74, ""width"": 120, ""depth"": 12.1, ""bearing"": 18}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 245, ""width"": 93, ""depth"": 12.3, ""bearing"": 119}]",165
166,40,King Abdulaziz Port Dammam Terminal Access Fairway,938,91,11.3,10.3,One-Way,262,47,9.8,TRUE,10,FALSE,TRUE,TRUE,24/7 Operations,1000,40,2.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 153, ""width"": 116, ""depth"": 11.1, ""bearing"": 78}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 785, ""width"": 67, ""depth"": 11.4, ""bearing"": 193}]",166
167,40,King Abdulaziz Port Dammam Deep Water Tanker Channel,14943,485,24.6,23.3,One-Way,365,65,22.6,TRUE,12,FALSE,FALSE,TRUE,Day Only for Deep Draft,1000,35,2.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 4675, ""width"": 482, ""depth"": 24.5, ""bearing"": 65}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2863, ""width"": 464, ""depth"": 24.6, ""bearing"": 103}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 7405, ""width"": 466, ""depth"": 24.6, ""bearing"": 224}]",167
168,41,King Abdullah Port Main Approach Channel,17723,536,19.1,17.7,Two-Way,377,57,17.6,TRUE,10,TRUE,TRUE,FALSE,24/7 Operations,750,35,2.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 6174, ""width"": 548, ""depth"": 19.3, ""bearing"": 119}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 4571, ""width"": 520, ""depth"": 18.8, ""bearing"": 351}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 6978, ""width"": 564, ""depth"": 18.7, ""bearing"": 72}]",168
169,41,King Abdullah Port Inner Navigation Channel,3126,278,13,11.5,One-Way,363,49,11.5,TRUE,12,FALSE,TRUE,TRUE,Daylight Hours Preferred,750,30,3.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1096, ""width"": 255, ""depth"": 12.6, ""bearing"": 339}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 629, ""width"": 301, ""depth"": 13.5, ""bearing"": 176}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 211, ""width"": 295, ""depth"": 13.5, ""bearing"": 5}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1190, ""width"": 265, ""depth"": 13.2, ""bearing"": 129}]",169
170,41,King Abdullah Port Basin Access Channel,2413,162,15.3,14.7,Two-Way,302,44,13.8,TRUE,8,FALSE,TRUE,TRUE,24/7 Operations,500,30,2.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 419, ""width"": 136, ""depth"": 15.8, ""bearing"": 177}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 353, ""width"": 169, ""depth"": 15.2, ""bearing"": 88}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1641, ""width"": 136, ""depth"": 15.1, ""bearing"": 296}]",170
171,41,King Abdullah Port Terminal Access Fairway,553,134,13.6,13.1,One-Way,250,41,12.1,FALSE,6,FALSE,TRUE,FALSE,Daylight Hours Preferred,750,30,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 178, ""width"": 132, ""depth"": 13.8, ""bearing"": 256}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 83, ""width"": 115, ""depth"": 13.9, ""bearing"": 294}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 45, ""width"": 110, ""depth"": 13.7, ""bearing"": 84}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 247, ""width"": 129, ""depth"": 13.7, ""bearing"": 102}]",171
172,42,Hamad Port Main Approach Channel,9977,222,24.1,22.9,One-Way,370,63,22.6,TRUE,14,FALSE,TRUE,FALSE,Night Transit with Enhanced Pilotage,1500,40,3.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2003, ""width"": 246, ""depth"": 23.9, ""bearing"": 139}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1542, ""width"": 203, ""depth"": 24.2, ""bearing"": 11}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1901, ""width"": 199, ""depth"": 24.1, ""bearing"": 315}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 4531, ""width"": 228, ""depth"": 24.6, ""bearing"": 67}]",172
173,42,Hamad Port Inner Navigation Channel,6675,164,16.4,15.8,One-Way,321,49,14.9,TRUE,8,TRUE,TRUE,FALSE,None,1000,45,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1253, ""width"": 158, ""depth"": 16.0, ""bearing"": 46}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1123, ""width"": 135, ""depth"": 16.9, ""bearing"": 109}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 4299, ""width"": 181, ""depth"": 16.1, ""bearing"": 310}]",173
174,42,Hamad Port Basin Access Channel,2917,239,12.8,11.5,Two-Way,289,40,11.3,TRUE,8,FALSE,TRUE,FALSE,Daylight Hours Preferred,1500,45,3.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 576, ""width"": 217, ""depth"": 12.8, ""bearing"": 104}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2341, ""width"": 233, ""depth"": 12.7, ""bearing"": 172}]",174
175,42,Hamad Port Terminal Access Fairway,1480,82,13.4,12,One-Way,256,45,11.9,FALSE,6,TRUE,TRUE,FALSE,24/7 Operations,1000,35,3.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 544, ""width"": 80, ""depth"": 13.0, ""bearing"": 224}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 372, ""width"": 82, ""depth"": 13.1, ""bearing"": 70}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 119, ""width"": 55, ""depth"": 13.8, ""bearing"": 297}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 445, ""width"": 99, ""depth"": 13.3, ""bearing"": 50}]",175
176,42,Hamad Port LNG Approach Channel,5733,392,12.2,11.2,One-Way,284,49,10.7,TRUE,8,TRUE,TRUE,TRUE,24/7 Operations,1000,25,2.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2087, ""width"": 412, ""depth"": 12.0, ""bearing"": 211}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1007, ""width"": 403, ""depth"": 12.6, ""bearing"": 127}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 2639, ""width"": 396, ""depth"": 12.2, ""bearing"": 247}]",176
177,43,Port of Salalah Main Approach Channel,8820,221,22.1,21.3,Two-Way,384,58,20.6,TRUE,12,FALSE,TRUE,TRUE,24/7 Operations,1500,45,3.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1788, ""width"": 196, ""depth"": 22.6, ""bearing"": 306}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 7032, ""width"": 215, ""depth"": 22.4, ""bearing"": 87}]",177
178,43,Port of Salalah Inner Navigation Channel,3435,161,17.9,17.3,Two-Way,363,48,16.4,TRUE,12,FALSE,TRUE,TRUE,None,1000,45,2.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 547, ""width"": 191, ""depth"": 17.7, ""bearing"": 246}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 450, ""width"": 170, ""depth"": 17.9, ""bearing"": 76}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 504, ""width"": 177, ""depth"": 17.4, ""bearing"": 96}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 512, ""width"": 183, ""depth"": 17.9, ""bearing"": 207}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 1422, ""width"": 171, ""depth"": 18.4, ""bearing"": 134}]",178
179,43,Port of Salalah Basin Access Channel,574,208,13.6,12.6,Two-Way,292,48,12.1,FALSE,8,FALSE,TRUE,TRUE,None,1500,35,2.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 193, ""width"": 196, ""depth"": 13.5, ""bearing"": 348}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 140, ""width"": 181, ""depth"": 13.4, ""bearing"": 276}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 41, ""width"": 233, ""depth"": 13.8, ""bearing"": 33}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 59, ""width"": 207, ""depth"": 13.2, ""bearing"": 41}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 141, ""width"": 198, ""depth"": 14.0, ""bearing"": 139}]",179
180,43,Port of Salalah Terminal Access Fairway,1294,108,11.9,10.9,One-Way,260,44,10.4,FALSE,8,TRUE,TRUE,FALSE,Daylight Hours Preferred,750,30,2.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 287, ""width"": 101, ""depth"": 11.7, ""bearing"": 282}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1007, ""width"": 107, ""depth"": 12.4, ""bearing"": 64}]",180
181,43,Port of Salalah Deep Water Tanker Channel,5118,360,20.1,19.2,One-Way,394,64,18.1,TRUE,14,TRUE,TRUE,TRUE,Day Only for Deep Draft,2000,35,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1471, ""width"": 362, ""depth"": 19.8, ""bearing"": 188}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 641, ""width"": 370, ""depth"": 19.7, ""bearing"": 247}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 3006, ""width"": 354, ""depth"": 20.0, ""bearing"": 282}]",181
182,43,Port of Salalah LNG Approach Channel,5333,270,14.8,13.7,One-Way,289,52,13.3,TRUE,10,FALSE,TRUE,TRUE,Day Only for Deep Draft,2000,35,2.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1741, ""width"": 273, ""depth"": 14.6, ""bearing"": 145}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 3592, ""width"": 271, ""depth"": 15.1, ""bearing"": 278}]",182
183,44,Port of Sohar Main Approach Channel,23005,283,16.1,15.2,One-Way,382,63,14.6,TRUE,14,TRUE,TRUE,TRUE,Night Transit with Enhanced Pilotage,500,45,3.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 4791, ""width"": 288, ""depth"": 16.4, ""bearing"": 120}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 4808, ""width"": 263, ""depth"": 16.1, ""bearing"": 123}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 13406, ""width"": 299, ""depth"": 16.2, ""bearing"": 153}]",183
184,44,Port of Sohar Inner Navigation Channel,2705,313,14.2,13.5,Two-Way,329,49,12.7,TRUE,10,TRUE,TRUE,FALSE,None,750,45,2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 909, ""width"": 327, ""depth"": 14.2, ""bearing"": 151}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 394, ""width"": 300, ""depth"": 14.1, ""bearing"": 259}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 382, ""width"": 312, ""depth"": 14.1, ""bearing"": 356}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 275, ""width"": 309, ""depth"": 14.0, ""bearing"": 281}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 745, ""width"": 325, ""depth"": 14.2, ""bearing"": 167}]",184
185,44,Port of Sohar Basin Access Channel,2829,149,10.1,9.1,One-Way,300,50,8.6,TRUE,8,FALSE,TRUE,FALSE,None,1500,35,2.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 598, ""width"": 120, ""depth"": 9.9, ""bearing"": 213}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 761, ""width"": 126, ""depth"": 10.0, ""bearing"": 164}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 554, ""width"": 147, ""depth"": 9.9, ""bearing"": 41}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 916, ""width"": 163, ""depth"": 10.5, ""bearing"": 220}]",185
186,44,Port of Sohar Terminal Access Fairway,1205,129,10.7,9.3,One-Way,280,49,9.2,TRUE,10,TRUE,TRUE,TRUE,Daylight Hours Preferred,1000,35,3.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 388, ""width"": 103, ""depth"": 11.1, ""bearing"": 269}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 129, ""width"": 158, ""depth"": 11.1, ""bearing"": 35}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 688, ""width"": 105, ""depth"": 11.1, ""bearing"": 296}]",186
187,44,Port of Sohar Deep Water Tanker Channel,11691,497,25.5,24,One-Way,386,57,23.5,FALSE,12,FALSE,FALSE,TRUE,Day Only for Deep Draft,1000,35,3.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1861, ""width"": 489, ""depth"": 25.2, ""bearing"": 352}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2817, ""width"": 512, ""depth"": 25.6, ""bearing"": 103}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 7013, ""width"": 496, ""depth"": 25.3, ""bearing"": 227}]",187
