recordId,vesselType,vesselLOA,vesselBeam,blockCoefficient,transitSpeed,cargoType,vesselStaticDraft,vesselDynamicDraft,cargoCondition,arrivalDraft,departureDraft,requiredUKC,requiredUKCSpec,ukcPolicy,channelDepthAtTide,berthDepthAtTide,tideHeight,waveCondition,waveHeight,squatAllowance,heelAllowance,waveResponseAllowance,safetyMargin,totalAllowances,calculatedUKC,ukcMargin,ukcStatus,optimalTransitTime,isConfined
392,Suezmax,278,48,0.835,13,Crude Oil,15.74,18.74,Laden,15.74,7.56,1.58,10.1%,Gross,20.3,18.7,2.66,Moderate,1.49,3,0.4,0.54,0.46,4.4,4.56,2.98,Safe,05:15,TRUE
393,Panamax_Tanker,249,33,0.804,15.6,Refined Products,11.4,10.62,PartLaden,7.62,5.24,1.1,14.4%,Gross,12.5,10.9,2.44,Calm,0.21,3,0.33,0,0.62,3.95,4.88,3.78,Safe,19:45,FALSE
394,Suezmax,271,51,0.803,12.6,Refined Products,15.83,10.6,Ballast,7.6,12.35,0.84,11.0%,Dynamic,13.7,13,8.92,Rough,3.59,3,0.43,1.32,0.41,5.16,1.35,0.51,Adequate,15:30,FALSE
395,Capesize_Bulk,293,49,0.833,14.8,Coal,17.82,20.82,Laden,17.82,7.48,1.14,6.4%,Net,23.4,22.1,1.07,Moderate,1.8,3,0.3,0.61,0.3,4.21,1.67,0.53,Adequate,08:15,TRUE
396,Capesize_Bulk,296,43,0.847,14.3,Coal,16.74,10.03,Ballast,7.03,16.74,0.5,6.7%,Net,11.1,10.5,2.39,Calm,0.47,3,0.29,0,0.52,3.81,0.78,0.28,Marginal,22:45,FALSE
397,Panamax_Container,272,37,0.639,22.9,Containers,12.23,15.23,Laden,12.23,6.82,1.61,13.2%,Gross,19.4,17.5,1.32,Slight,1.06,3,0.57,0.39,0.48,4.44,7.17,5.56,Safe,16:15,FALSE
398,Cruise_Ship,286,37,0.63,19.9,Passengers,7.52,10.52,Laden,7.52,6.77,0.92,12.2%,Gross,11.9,10.1,2.39,Slight,0.55,3,0.39,0.19,0.68,4.26,4.38,3.46,Safe,12:45,TRUE
399,ULCV,381,58,0.683,20,Containers,14.84,13.95,PartLaden,10.95,13.51,1.07,9.8%,Dynamic,16.6,15.6,2.28,Moderate,2.07,3,0.54,0.54,0.54,4.62,1.57,0.5,Adequate,22:45,FALSE
400,Capesize_Bulk,281,43,0.847,14.7,Iron Ore,17.53,10.36,Ballast,7.36,17.53,0.61,8.3%,Dynamic,11.6,10.8,0.87,Calm,0.33,3,0.39,0,0.49,3.88,0.85,0.24,Marginal,19:30,TRUE
401,Panamax_Container,276,38,0.676,23.1,Containers,13.45,16.45,Laden,13.45,9.38,0.72,5.4%,Net,19.1,17.7,1.07,Slight,0.83,3,0.61,0.3,0.35,4.26,1.74,1.02,Safe,05:45,TRUE
402,Feeder_Container,189,23,0.63,18.1,Containers,8.15,11.15,Laden,8.15,4.54,1.45,1.45m,Dynamic,13.6,12.5,5.08,Calm,0.44,3,0.17,0,0.37,3.54,2.28,0.83,Adequate,13:30,TRUE
403,Handysize_Bulk,171,30,0.811,13.5,Steel,8.68,6.52,Ballast,4.34,8.68,0.72,0.72m,Net,10,9.2,1.23,Slight,0.63,2.18,0.23,0.32,0.58,3.31,2.93,2.21,Safe,17:15,FALSE
404,LNG_Carrier,282,51,0.749,17.4,LNG,11.11,10.22,Ballast,7.22,11.11,0.72,9.9%,Net,11.8,9.9,4.16,Moderate,1.67,3,0.25,0.59,0.77,4.61,0.74,0.02,Marginal,20:00,TRUE
405,Handymax_Bulk,200,29,0.828,13.5,Grain,10.31,10.54,PartLaden,7.54,6.25,0.86,11.4%,Gross,11.8,10.5,2.73,Moderate,1.26,3,0.16,0.63,0.72,4.51,4.26,3.4,Safe,17:45,TRUE
406,MR_Tanker,183,30,0.763,14.3,Chemicals,9.51,9.32,PartLaden,6.32,4.72,0.5,6.4%,Net,12.5,10.6,7.23,Calm,0.29,3,0.2,0,0.77,3.97,2.98,2.48,Safe,22:30,TRUE
407,MR_Tanker,180,32,0.8,13.3,Refined Products,10.12,8.18,Ballast,5.57,8.25,0.75,0.75m,Net,10.6,9.9,1.12,Calm,0.47,2.61,0.13,0,0.44,3.18,2.29,1.54,Safe,04:15,FALSE
408,Suezmax,281,49,0.807,13.4,Refined Products,15.39,18.39,Laden,15.39,7.39,0.93,0.93m,Dynamic,22.6,21.1,2.06,Slight,0.54,3,0.44,0.19,0.49,4.12,3.58,2.65,Safe,03:15,TRUE
409,Neo_Panamax,365,51,0.693,20.5,Containers,14.87,17.87,Laden,14.87,9.22,1.6,10.8%,Dynamic,23.1,21.6,4.23,Moderate,2.25,3,0.57,0.62,0.35,4.54,4.04,2.44,Safe,03:15,FALSE
410,Feeder_Container,147,26,0.652,16.4,Containers,8.65,9.8,PartLaden,6.8,4.66,0.71,10.5%,Dynamic,12.9,11.7,3.73,Calm,0.29,3,0.12,0,0.64,3.76,2.98,2.27,Safe,16:00,TRUE
411,Panamax_Container,268,32,0.63,20.5,Containers,13.09,13.35,PartLaden,10.35,11.78,0.86,0.86m,Dynamic,15.8,14,1.12,Slight,1.09,3,0.31,0.41,0.36,4.08,1.73,0.87,Adequate,22:45,TRUE
412,Capesize_Bulk,296,48,0.847,14.3,Coal,17.97,20.97,Laden,17.97,7.55,2.17,12.1%,Gross,27,26.2,4.18,Calm,0.14,3,0.43,0,0.31,3.74,9.03,6.86,Safe,21:00,TRUE
413,Cruise_Ship,341,37,0.603,23.4,Passengers,8.83,8.78,PartLaden,5.78,4.86,0.74,12.8%,Gross,10,8.9,0.42,Slight,1.24,3,0.38,0.36,0.7,4.44,4.22,3.48,Safe,16:30,TRUE
414,Panamax_Container,266,38,0.628,23.8,Containers,13.28,14.07,PartLaden,11.07,6.08,0.99,0.99m,Net,16.4,15.3,6.17,Slight,0.68,3,0.61,0.26,0.31,4.18,1.46,0.47,Marginal,15:30,FALSE
415,LNG_Carrier,340,53,0.729,17.5,LNG,12.2,11.76,PartLaden,8.76,7.11,0.85,9.7%,Dynamic,13.7,12.1,0.49,Calm,0.16,3,0.51,0,0.31,3.82,1.43,0.58,Adequate,05:15,TRUE
416,Feeder_Container,140,28,0.623,18.2,Containers,9.65,9.56,Ballast,6.56,7.97,0.53,8.2%,Dynamic,12.1,10.9,3.42,Calm,0.05,3,0.27,0,0.78,4.05,2.27,1.74,Safe,18:45,FALSE
417,Aframax,254,44,0.799,14.4,Crude Oil,14.97,17.97,Laden,14.97,9.86,0.83,0.83m,Net,19.7,18.5,2.56,Slight,0.54,3,0.18,0.21,0.45,3.84,1.34,0.51,Adequate,14:15,FALSE
418,Handysize_Bulk,178,27,0.783,13.2,General Bulk,8.73,11.73,Laden,8.73,4.37,0.56,6.4%,Net,13.9,13,1.01,Moderate,1.89,3,0.2,0.94,0.42,4.56,1.03,0.47,Marginal,17:30,FALSE
419,Capesize_Bulk,291,49,0.857,13.8,Coal,17.31,20.31,Laden,17.31,7.27,2.07,12.0%,Dynamic,25.8,24.7,2.03,Moderate,1.46,3,0.42,0.5,0.69,4.61,4.57,2.5,Safe,09:15,FALSE
420,General_Cargo,159,24,0.742,13.6,Project Cargo,7.81,8.93,PartLaden,5.93,3.84,0.5,5.7%,Net,11.7,10,3.42,Slight,0.65,3,0.11,0.33,0.5,3.94,2.33,1.83,Safe,00:45,TRUE
421,Panamax_Container,263,34,0.659,21.9,Containers,12.06,15.06,Laden,12.06,7.84,1.42,1.42m,Dynamic,18.1,17.5,1.98,Moderate,2.16,3,0.32,0.82,0.34,4.48,1.9,0.48,Marginal,18:00,TRUE
422,Panamax_Tanker,229,35,0.8,15.3,Refined Products,11.24,8.64,Ballast,5.84,8.25,0.6,10.3%,Dynamic,11.9,11,5.68,Rough,3.52,2.8,0.31,1.5,0.52,5.13,1.45,0.85,Adequate,09:00,FALSE
423,Neo_Panamax,322,49,0.696,23.6,Containers,13.88,16.88,Laden,13.88,10.07,1.07,7.7%,Net,20.1,19,2.73,Moderate,2.46,3,0.31,0.76,0.4,4.47,2.15,1.08,Safe,09:45,FALSE
424,Suezmax,290,48,0.832,14.1,Refined Products,16.57,10.95,Ballast,7.95,16.57,0.58,0.58m,Net,15.3,13.4,1.91,Rough,2.67,3,0.42,0.92,0.35,4.69,3.01,2.43,Safe,12:15,FALSE
425,Cruise_Ship,272,42,0.639,20.9,Passengers,8.41,10.57,Ballast,7.57,8.41,0.77,10.2%,Gross,15,13.7,1.59,Moderate,1.32,3,0.24,0.49,0.75,4.48,7.43,6.66,Safe,12:45,FALSE
426,Panamax_Bulk,220,33,0.847,14.5,Iron Ore,13.42,11.79,PartLaden,8.79,11.29,1.29,1.29m,Dynamic,14.8,14,0.99,Moderate,2.21,3,0.18,1,0.45,4.63,1.83,0.54,Adequate,14:45,FALSE
427,Handysize_Bulk,163,24,0.792,12.5,Grain,9.83,12.83,Laden,9.83,4.92,0.9,9.1%,Net,14.3,13.3,4.14,Calm,0.41,3,0.1,0,0.55,3.65,1.37,0.47,Marginal,23:45,TRUE
428,Car_Carrier,208,35,0.579,20.8,Vehicles,8.61,11.61,Laden,8.61,6.46,0.66,0.66m,Net,14.3,13.4,2.39,Moderate,2.23,3,0.48,1.07,0.3,4.85,1.14,0.48,Marginal,09:30,TRUE
429,VLCC,339,60,0.859,13.9,Crude Oil,21.88,20.68,PartLaden,17.68,12.5,1.29,1.29m,Gross,24,23.2,0.31,Calm,0.4,3,0.39,0,0.67,4.06,6.32,5.03,Safe,18:30,TRUE
430,Handysize_Bulk,147,28,0.795,13.2,Steel,10.4,7.75,Ballast,5.2,10.4,0.5,9.6%,Net,9.3,7.9,1.16,Slight,0.75,2.55,0.13,0.38,0.8,3.86,1.04,0.54,Adequate,04:30,FALSE
431,General_Cargo,157,20,0.701,12.9,Steel,9.2,9.24,PartLaden,6.24,8.46,0.92,0.92m,Dynamic,12.3,11.7,4.21,Rough,3.89,3,0.14,1.5,0.7,5.34,1.42,0.5,Marginal,04:00,TRUE
432,Panamax_Bulk,241,35,0.854,13.8,Iron Ore,13.42,14.04,PartLaden,11.04,8.03,1.19,10.8%,Gross,16.4,15.4,4.26,Rough,2.72,3,0.26,1.13,0.44,4.83,5.36,4.17,Safe,23:15,TRUE
433,Handysize_Bulk,145,25,0.809,12.2,Steel,9.65,11.86,Laden,9.65,5.32,1.43,1.43m,Dynamic,15.2,14.4,0.25,Slight,0.57,2.21,0.14,0.28,0.74,3.37,2.92,1.49,Safe,13:15,FALSE
434,MR_Tanker,184,29,0.76,13.1,Chemicals,10.92,10.52,PartLaden,8.12,9.12,1.1,1.1m,Gross,15.9,15.1,10.39,Moderate,2.28,2.4,0.18,1.14,0.56,4.28,7.78,6.68,Safe,09:45,FALSE
435,Handysize_Bulk,141,30,0.811,13.1,Steel,8.8,11.8,Laden,8.8,6.37,0.83,0.83m,Dynamic,15.1,13.6,0.82,Calm,0.01,3,0.25,0,0.52,3.77,3.05,2.22,Safe,19:45,TRUE
436,MR_Tanker,182,34,0.786,15.9,Chemicals,10.12,13.12,Laden,10.12,5.57,0.65,0.65m,Net,14.4,13.7,1.74,Calm,0.36,3,0.24,0,0.47,3.71,1.04,0.39,Marginal,11:00,TRUE
437,Cruise_Ship,334,36,0.581,18.2,Passengers,7.98,8.54,PartLaden,5.54,4.52,0.5,5.9%,Net,10.9,9.3,3.66,Calm,0.33,3,0.32,0,0.8,4.12,2.04,1.54,Safe,09:30,TRUE
438,General_Cargo,163,27,0.733,14.3,General Cargo,8.97,7.71,Ballast,4.93,8.97,0.5,9.8%,Net,8.9,8.4,1.47,Calm,0.37,2.78,0.15,0,0.44,3.37,1.04,0.54,Adequate,10:45,FALSE
439,Car_Carrier,193,36,0.605,18.9,Vehicles,9.16,12.16,Laden,9.16,6.61,0.98,0.98m,Net,15.5,14.6,4.18,Slight,0.99,3,0.22,0.49,0.77,4.48,2.63,1.65,Safe,21:00,TRUE
440,Handymax_Bulk,194,34,0.834,14.3,Grain,12.27,15.27,Laden,12.27,5.89,1.18,9.6%,Net,20,18.8,2.41,Slight,0.99,3,0.18,0.49,0.74,4.41,4.06,2.88,Safe,16:30,FALSE
441,Car_Carrier,196,36,0.552,21,Vehicles,8.95,11.95,Laden,8.95,6.71,1.4,1.4m,Gross,16.4,15.3,4.26,Calm,0.09,3,0.48,0,0.68,4.16,7.45,6.05,Safe,15:15,TRUE
442,Neo_Panamax,351,48,0.688,21.5,Containers,14.67,17.67,Laden,14.67,9.1,1.11,1.11m,Dynamic,22.2,20.8,1.32,Moderate,1.97,3,0.42,0.56,0.44,4.42,3.55,2.44,Safe,17:45,TRUE
443,Aframax,240,45,0.786,14.2,Crude Oil,13.3,16.3,Laden,13.3,6.65,1.22,9.2%,Net,20.5,18.5,3,Moderate,2.07,3,0.34,0.86,0.58,4.78,3,1.78,Safe,01:00,TRUE
444,ULCV,397,59,0.702,23.8,Containers,15.7,14.96,PartLaden,11.96,13.87,0.71,5.9%,Net,17.9,17,1.58,Moderate,2.16,3,0.6,0.54,0.63,4.77,1.8,1.09,Safe,05:00,TRUE
445,Capesize_Bulk,281,43,0.838,14.7,Coal,17.07,14.3,PartLaden,11.3,8.46,1.67,1.67m,Gross,17.9,16.2,9.42,Very Rough,4.9,3,0.28,1.5,0.44,5.22,6.6,4.93,Safe,19:30,TRUE
446,General_Cargo,120,22,0.746,14.4,Project Cargo,8.12,6.77,Ballast,4.47,7.13,0.9,0.9m,Net,10,8.4,2.23,Calm,0.14,2.3,0.09,0,0.79,3.18,3.14,2.24,Safe,16:15,FALSE
447,Handymax_Bulk,200,29,0.833,13.8,Fertilizer,10.49,13.43,Laden,10.49,5.04,0.87,8.3%,Dynamic,16.7,15.1,4,Calm,0.01,2.94,0.26,0,0.63,3.83,3.01,2.14,Safe,08:30,FALSE
448,Panamax_Tanker,247,33,0.81,14.4,Chemicals,11.09,14.09,Laden,11.09,6.24,0.71,6.4%,Net,18.1,16.2,2.53,Calm,0.4,3,0.33,0,0.32,3.65,3.68,2.97,Safe,04:00,FALSE
449,Handysize_Bulk,158,29,0.801,12.2,Steel,8.98,11.16,Laden,8.98,5.3,1.3,14.5%,Gross,14.3,13.3,1.47,Slight,0.96,2.18,0.11,0.48,0.79,3.56,5.32,4.02,Safe,18:45,FALSE
450,Panamax_Tanker,235,33,0.787,14.5,Refined Products,11.08,14.08,Laden,11.08,5.76,0.54,0.54m,Net,16.8,15.9,2.4,Moderate,2.13,3,0.17,0.91,0.64,4.72,1.64,1.1,Safe,16:30,FALSE
451,Panamax_Container,287,38,0.658,22.4,Containers,12.18,10.92,Ballast,7.92,12.18,0.82,10.4%,Gross,13.8,13.1,2.31,Slight,0.73,3,0.28,0.25,0.4,3.93,5.88,5.06,Safe,21:45,FALSE
452,Panamax_Container,283,35,0.669,21.8,Containers,13.21,11.94,PartLaden,8.94,6.72,0.95,10.6%,Dynamic,15.3,14.4,2.44,Rough,3.06,3,0.43,1.08,0.46,4.97,1.85,0.9,Adequate,01:00,TRUE
453,ULCV,383,59,0.696,21.8,Containers,15.83,15.89,PartLaden,12.89,12.93,0.85,0.85m,Dynamic,20,19,1.54,Calm,0.24,3,0.57,0,0.69,4.26,3.54,2.69,Safe,16:45,FALSE
454,Panamax_Container,267,38,0.657,21.9,Containers,13.03,11.82,PartLaden,8.82,6.07,0.91,10.3%,Gross,13.9,12.4,4.54,Moderate,1.77,3,0.45,0.66,0.57,4.68,5.08,4.17,Safe,18:45,FALSE
455,VLCC,337,69,0.844,12.5,Crude Oil,19.48,17.99,PartLaden,14.99,9.44,0.84,0.84m,Dynamic,20,19.3,6.54,Slight,0.51,3,0.49,0.15,0.73,4.37,1.37,0.53,Adequate,04:15,TRUE
456,MR_Tanker,172,29,0.779,13.5,Chemicals,10.97,13.97,Laden,10.97,6.03,1.24,11.3%,Gross,14.3,13,4.15,Calm,0.11,3,0.19,0,0.79,3.98,3.33,2.09,Safe,13:30,TRUE
457,Handysize_Bulk,167,30,0.798,12.6,General Bulk,8.72,11.05,Laden,8.72,5.42,0.89,10.3%,Dynamic,15.4,14.1,1.22,Calm,0.02,2.33,0.22,0,0.36,2.91,4.13,3.24,Safe,04:15,FALSE
458,VLCC,348,64,0.821,10,Crude Oil,21.08,10.97,Ballast,9.49,18.73,1.86,1.86m,Gross,14.8,13.9,6.6,Calm,0.26,1.48,0.3,0,0.56,2.34,5.31,3.45,Safe,02:45,FALSE
459,Feeder_Container,177,24,0.625,17.9,Containers,8.16,11.16,Laden,8.16,5.18,0.88,0.88m,Dynamic,13.1,12.1,4.99,Slight,0.59,3,0.25,0.29,0.48,4.02,1.4,0.52,Adequate,12:30,TRUE
460,General_Cargo,143,21,0.758,12.5,Steel,9.02,12.02,Laden,9.02,4.96,0.71,7.9%,Net,13.4,12.8,1.59,Calm,0.24,3,0.16,0,0.5,3.66,1.22,0.51,Adequate,03:30,TRUE
461,Panamax_Bulk,226,38,0.837,14.6,Coal,13.95,9.28,Ballast,6.28,11.1,0.59,9.4%,Dynamic,13.7,11.7,1.61,Calm,0.25,3,0.28,0,0.72,4,4.14,3.55,Safe,17:45,TRUE
462,Panamax_Tanker,240,33,0.8,14.7,Chemicals,12.94,15.94,Laden,12.94,6.73,0.99,7.6%,Net,18.4,17.4,0.64,Moderate,1.86,3,0.2,0.78,0.5,4.48,1.48,0.49,Marginal,22:45,TRUE
463,Panamax_Tanker,250,32,0.815,14.6,Refined Products,13.13,16.13,Laden,13.13,6.83,1.84,1.84m,Gross,20.5,18.6,8.46,Moderate,1.67,3,0.31,0.67,0.38,4.36,7.37,5.53,Safe,11:15,TRUE
464,Handysize_Bulk,167,27,0.792,12.7,General Bulk,9.93,6.84,Ballast,4.96,9.93,1.91,1.91m,Gross,13.6,12.7,7.43,Slight,1.24,1.88,0.2,0.62,0.48,3.18,8.64,6.73,Safe,10:30,FALSE
465,General_Cargo,153,22,0.736,13.1,General Cargo,8.18,10.51,Laden,8.18,5.18,0.84,0.84m,Net,15.2,14.5,7.47,Moderate,1.34,2.33,0.14,0.67,0.51,3.65,3.88,3.04,Safe,22:00,FALSE
466,Handysize_Bulk,173,29,0.804,12.9,Grain,8.95,11.95,Laden,8.95,4.47,0.86,0.86m,Dynamic,14.3,13.8,1.4,Moderate,1.71,3,0.15,0.85,0.62,4.62,1.35,0.49,Marginal,13:00,FALSE
467,Feeder_Container,169,30,0.656,16.1,Containers,8.24,11.24,Laden,8.24,5.6,1.47,1.47m,Gross,12.8,12.2,0.91,Slight,1.04,3,0.21,0.52,0.51,4.24,4.56,3.09,Safe,05:15,TRUE
468,Feeder_Container,140,22,0.635,18.8,Containers,10.95,10.88,PartLaden,7.88,6.42,0.62,0.62m,Net,14,13.3,1.13,Calm,0.14,3,0.25,0,0.6,3.85,2.87,2.25,Safe,17:15,TRUE
469,Cruise_Ship,322,35,0.614,20,Passengers,8,10.2,Ballast,7.2,6.45,0.74,0.74m,Net,12.1,11.6,4.48,Slight,1.11,3,0.28,0.34,0.73,4.35,1.28,0.54,Adequate,17:45,FALSE
470,Car_Carrier,195,36,0.551,18.7,Vehicles,8.44,9.33,Ballast,6.33,8.44,1.72,1.72m,Gross,13.8,12.4,4.8,Rough,3.99,3,0.28,1.5,0.48,5.26,7.47,5.75,Safe,14:15,TRUE
471,Cruise_Ship,260,36,0.615,18.1,Passengers,8.91,11.91,Laden,8.91,8.02,1.97,1.97m,Gross,13.3,12.6,3.22,Slight,0.57,3,0.42,0.22,0.43,4.07,4.39,2.42,Safe,21:15,TRUE
472,VLCC,343,59,0.821,10.2,Crude Oil,18.71,11.2,Ballast,8.42,18.71,0.6,7.1%,Net,13.2,12.5,2.44,Calm,0.04,2.78,0.36,0,0.43,3.57,1.64,1.04,Safe,05:30,TRUE
473,VLCC,323,60,0.827,11.4,Crude Oil,22.02,25.02,Laden,22.02,9.91,1.31,1.31m,Gross,26.1,24.4,2.72,Slight,0.78,3,0.36,0.24,0.34,3.94,4.08,2.77,Safe,19:30,TRUE
474,Suezmax,276,52,0.824,14.1,Crude Oil,15.69,10.53,Ballast,7.53,15.69,0.66,8.8%,Net,11.9,11.1,9.13,Calm,0.3,3,0.23,0,0.62,3.85,1.14,0.48,Marginal,22:30,FALSE
475,Handysize_Bulk,147,26,0.812,12.9,Steel,10.48,11.59,PartLaden,8.59,6.73,1.9,1.9m,Gross,14.4,12.8,4.44,Slight,0.76,3,0.09,0.38,0.71,4.18,5.81,3.91,Safe,08:30,TRUE
476,Panamax_Container,275,33,0.627,23.1,Containers,13.21,11.59,Ballast,8.59,10.61,0.84,9.8%,Net,16.3,15.8,2.74,Moderate,1.86,3,0.44,0.68,0.6,4.72,3.59,2.75,Safe,16:45,FALSE
477,Capesize_Bulk,299,49,0.853,12.6,Iron Ore,16.47,9.92,Ballast,6.92,16.47,1.17,1.17m,Dynamic,13.6,13,0.26,Slight,1.05,3,0.41,0.35,0.37,4.13,2.92,1.75,Safe,19:00,TRUE
478,Car_Carrier,202,34,0.588,19.6,Vehicles,9.13,12.13,Laden,9.13,6.85,1.67,1.67m,Gross,14.2,13.7,0.35,Calm,0.46,3,0.44,0,0.53,3.97,5.07,3.4,Safe,09:30,TRUE
479,Panamax_Bulk,249,32,0.834,14.2,Iron Ore,12.66,15.66,Laden,12.66,5.7,1.49,11.8%,Gross,19.8,18.3,2.04,Calm,0.31,3,0.15,0,0.56,3.71,7.14,5.65,Safe,21:15,TRUE
480,Panamax_Bulk,220,37,0.82,14.4,Iron Ore,13.4,14.07,PartLaden,11.07,6.32,0.72,0.72m,Net,16.3,15.7,1.34,Calm,0.45,3,0.14,0,0.43,3.57,2.09,1.37,Safe,22:45,TRUE
481,Car_Carrier,197,35,0.554,19.8,Vehicles,9.21,12.21,Laden,9.21,6.91,0.88,9.5%,Net,13.7,12,2.09,Calm,0.01,3,0.35,0,0.32,3.67,1.14,0.26,Marginal,12:30,TRUE
482,Handysize_Bulk,172,28,0.801,13.8,General Bulk,9.31,9.72,PartLaden,7.46,5.85,1.28,1.28m,Gross,15.1,14.6,11.22,Calm,0.23,2.26,0.18,0,0.75,3.19,7.64,6.36,Safe,23:30,FALSE
483,Aframax,266,42,0.793,12.4,Refined Products,13.65,9.83,Ballast,6.83,11.6,0.5,6.6%,Net,13.2,12.2,2.43,Slight,0.62,3,0.22,0.23,0.62,4.07,2.92,2.42,Safe,22:30,TRUE
484,Handymax_Bulk,183,32,0.837,13.8,Cement,11.82,14.82,Laden,11.82,5.67,1.23,10.4%,Dynamic,18.9,18,1.98,Slight,0.52,3,0.16,0.26,0.43,3.85,3.66,2.43,Safe,02:45,TRUE
485,General_Cargo,131,27,0.709,13.1,Steel,7.68,10.68,Laden,7.68,4.22,0.52,6.7%,Net,12.2,11,10.89,Slight,0.7,3,0.13,0.35,0.63,4.11,1.04,0.52,Adequate,14:15,TRUE
486,Suezmax,300,48,0.82,12.2,Refined Products,16.14,19.14,Laden,16.14,10.88,0.51,0.51m,Net,21.1,20.3,0.19,Moderate,2.25,3,0.23,0.75,0.5,4.48,0.98,0.47,Marginal,08:45,TRUE
487,Panamax_Tanker,220,37,0.817,15.4,Chemicals,11.3,8.88,Ballast,5.88,11.3,1.36,1.36m,Gross,9.9,8.5,2.47,Slight,0.83,3,0.28,0.38,0.33,3.99,4.02,2.66,Safe,05:15,FALSE
488,Aframax,252,46,0.786,13.2,Crude Oil,13.81,9.91,Ballast,6.91,13.81,0.5,5.7%,Net,11.4,10.8,5,Slight,0.79,3,0.17,0.31,0.48,3.96,1.01,0.51,Adequate,12:45,TRUE
489,Handymax_Bulk,189,30,0.837,14.9,Cement,11.69,8.61,Ballast,5.61,9.18,0.51,9.1%,Net,11,9.6,2.82,Calm,0.04,3,0.16,0,0.71,3.87,2.23,1.72,Safe,11:45,FALSE
490,Handymax_Bulk,180,29,0.806,14.7,Grain,11.28,14.28,Laden,11.28,5.41,0.86,0.86m,Net,16,14.6,11.91,Calm,0.09,3,0.15,0,0.7,3.85,1.57,0.71,Adequate,10:00,TRUE
491,LNG_Carrier,309,44,0.749,18,LNG,12,10.8,Ballast,7.8,12,0.56,7.2%,Net,13.4,12.4,0.2,Rough,2.99,3,0.53,0.97,0.79,5.29,1.1,0.54,Adequate,01:30,TRUE
492,Suezmax,279,48,0.818,14.1,Crude Oil,15.21,18.21,Laden,15.21,7.3,0.96,0.96m,Dynamic,22.3,20.6,0.56,Calm,0.42,3,0.2,0,0.36,3.56,3.89,2.93,Safe,07:30,FALSE
493,Handymax_Bulk,193,28,0.82,14.8,Fertilizer,11.49,14.49,Laden,11.49,5.52,1.24,10.8%,Gross,19,17.4,1.95,Slight,0.78,3,0.15,0.39,0.6,4.14,7.51,6.27,Safe,20:30,FALSE
494,Feeder_Container,170,27,0.63,19.8,Containers,9.72,12.72,Laden,9.72,6.61,1.08,1.08m,Gross,12.9,11.4,0.88,Slight,1.21,3,0.3,0.6,0.58,4.48,3.18,2.1,Safe,10:15,FALSE
495,Handysize_Bulk,161,25,0.812,13.8,Grain,9.91,10.41,PartLaden,7.41,5.67,0.61,8.3%,Net,11.7,10.4,0.31,Calm,0.13,3,0.15,0,0.34,3.49,1.14,0.53,Adequate,02:00,FALSE
496,Feeder_Container,190,22,0.644,18.8,Containers,10.27,9.98,Ballast,6.98,10.27,0.83,11.9%,Dynamic,11.5,10.4,4.66,Calm,0.21,3,0.15,0,0.43,3.58,1.37,0.54,Adequate,10:00,TRUE
497,Neo_Panamax,329,49,0.658,22.1,Containers,14.13,17.13,Laden,14.13,7.83,1.62,11.5%,Dynamic,20.3,18.9,1.55,Moderate,1.39,3,0.67,0.42,0.39,4.48,2.08,0.46,Marginal,17:45,FALSE
498,Panamax_Tanker,222,35,0.798,14.5,Refined Products,12.5,15.5,Laden,12.5,6.5,0.97,0.97m,Net,18.7,17.8,0.02,Calm,0.1,3,0.17,0,0.44,3.61,3.03,2.06,Safe,23:15,FALSE
499,MR_Tanker,176,28,0.772,13.8,Chemicals,10.52,8.79,Ballast,5.79,10.52,0.5,8.3%,Dynamic,12.4,10.9,2.32,Moderate,1.33,3,0.2,0.67,0.37,4.24,2.74,2.24,Safe,01:15,TRUE
500,ULCV,381,61,0.711,20.4,Containers,16.24,19.24,Laden,16.24,9.28,0.53,0.53m,Net,22.1,20.4,7.64,Slight,0.86,3,0.54,0.23,0.37,4.14,2.09,1.56,Safe,15:00,TRUE
501,VLCC,340,62,0.857,11.2,Crude Oil,20.72,16.35,PartLaden,13.74,17.33,1.19,8.6%,Dynamic,19.8,18,0.9,Slight,0.53,2.61,0.34,0.16,0.8,3.91,2.95,1.76,Safe,23:00,FALSE
502,Panamax_Container,288,35,0.674,21.5,Containers,13.48,16.48,Laden,13.48,8.76,1.05,1.05m,Dynamic,18.6,17.6,1.03,Slight,1.06,3,0.22,0.37,0.75,4.34,1.53,0.48,Marginal,03:15,FALSE
503,Handymax_Bulk,195,34,0.836,13.2,Grain,12.02,8.46,Ballast,5.77,8.57,0.67,0.67m,Net,10.7,10,0.43,Moderate,1.51,2.69,0.13,0.76,0.35,3.93,1.35,0.68,Adequate,23:45,FALSE
504,Panamax_Tanker,248,36,0.815,15.2,Refined Products,13.23,16.23,Laden,13.23,6.88,0.88,6.7%,Net,18.4,17.9,4.13,Slight,0.99,3,0.31,0.4,0.67,4.38,1.46,0.58,Adequate,14:30,TRUE
505,VLCC,346,55,0.851,10.9,Crude Oil,18.29,16.05,PartLaden,13.6,16.42,1.43,1.43m,Gross,17.7,16.7,1.04,Moderate,2.46,2.45,0.34,0.71,0.43,3.93,4.1,2.67,Safe,08:30,FALSE
