vessel_id,imo_number,flagState,flagStateName,vessel_name,vessel_type,loa,beam,draft,grossTonnage,cargoType,cargoVolume,cargoUnit
766,9883980,MH,Marshall Islands,MINERAL DIGNITY V,Capesize Bulk,298,47,16.2,101426,Iron Ore,183414,MT
767,9201502,MT,Malta,COASTAL JADE II,Handysize Bulk,178,26,9.1,24267,Grain,20397,MT
768,9630034,HK,Hong Kong,SUNNY PEARL 2,Handysize Bulk,157,27,9.4,16403,General Bulk,31361,MT
769,9121675,CN,China,TORM EMMA V,MR Tanker,182,29,10.2,27178,Clean Petroleum Products,39420,MT
770,9702068,HK,Hong Kong,ATLANTIC PIONEER,VLCC,324,59,18.2,261404,Crude Oil,266917,MT
771,9745173,PA,Panama,MAERSK EAGLE,Neo-Panamax Container,338,50,14.5,138478,Containers,15318,TEU
772,9803054,SG,Singapore,ZIM ATLANTIC,Panamax Container,279,35,12,58963,Containers,5137,TEU
773,9906489,BS,Bahamas,AVANCE PIONEER,LPG Carrier,232,32,11.6,56217,Propane,84997,CBM
774,9652311,CY,Cyprus,GLOBAL HARMONY I,General Cargo,129,22,8.4,12510,Bagged Goods,11305,MT
775,9614695,GB,United Kingdom,STENA STAR,Passenger Ferry,156,25,6.9,30242,Vehicles,2246,PAX
776,9895270,PA,Panama,ARCTIC EXPRESS III,Reefer,180,23,9.6,9158,Meat,428920,CBF
777,9303853,LR,Liberia,GLOBAL PROGRESS I,General Cargo,134,26,9.5,6063,Steel,8596,MT
778,9783949,KR,South Korea,TORM EMMA,MR Tanker,186,29,10.8,26966,Diesel,48012,MT
779,9934804,HK,Hong Kong,PACIFIC CARRIER I,Handymax Bulk,181,29,10.6,28442,Logs,36741,MT
780,9598312,LR,Liberia,MINERAL DIGNITY,Capesize Bulk,284,47,17.7,109606,Coal,193304,MT
781,9508733,MH,Marshall Islands,EURO PROGRESS I,General Cargo,168,28,7.6,18498,Timber,23893,MT
782,9410342,LR,Liberia,MAERSK TRUST III,Neo-Panamax Container,342,52,14.8,116319,Containers,13514,TEU
783,9819497,CN,China,BW STAR III,LPG Carrier,246,41,10.5,63229,LPG,72179,CBM
784,9184843,SG,Singapore,SCORPIO SPIRIT II,Panamax Tanker,243,32,13.3,46135,Gasoil,60355,MT
785,9149324,IN,India,SCORPIO UNITY IV,Panamax Tanker,227,33,12.4,51854,Clean Petroleum Products,72394,MT
786,9705835,MT,Malta,COASTAL SERVICE III,Feeder Container,160,30,8.4,13500,Containers,2428,TEU
787,9723599,MH,Marshall Islands,GLOVIS HIGHWAY III,PCTC,208,33,10.5,46806,Heavy Machinery,6229,CEU
788,9714226,NO,Norway,PACIFIC SPIRIT 4,Handymax Bulk,193,30,10.3,26612,Steel Coils,35778,MT
789,9420271,DE,Germany,X-PRESS SERVICE III,Feeder Container,162,22,8.7,25038,Containers,2896,TEU
790,9389717,US,United States,PANA HARVEST I,Panamax Bulk,245,32,13.8,54174,Bauxite,74749,MT
791,9764232,PA,Panama,NYK CHAMPION V,PCTC,194,32,8.1,45946,Heavy Machinery,7351,CEU
792,9642978,SA,Saudi Arabia,HAPAG TRUST IV,Neo-Panamax Container,351,52,14.5,112699,Containers,12160,TEU
793,9273126,PA,Panama,ASIA TRADER V,General Cargo,137,21,8.8,15867,General Cargo,13953,MT
794,9310453,PA,Panama,ASIA TRADER I,General Cargo,136,20,9.9,6796,Machinery,13753,MT
795,9490796,MH,Marshall Islands,BOURBON PROVIDER IV,Offshore Supply,76,24,6.5,3494,Deck Cargo,4021,MT
796,9961528,MH,Marshall Islands,REGIONAL SERVICE V,Feeder Container,130,27,9.9,14058,Containers,1777,TEU
797,9121836,US,United States,ARDMORE VICTORIA IV,MR Tanker,172,34,9.9,25537,Diesel,39849,MT
798,9659575,HK,Hong Kong,TALLINK ADVENTURER,Passenger Ferry,177,26,7.8,25886,Passengers,2755,PAX
799,9065508,DK,Denmark,HOEGH HIGHWAY IV,PCTC,229,34,9.5,47105,Heavy Machinery,6173,CEU
800,9419407,SG,Singapore,COASTAL PEARL V,Handysize Bulk,177,27,10.1,22794,Logs,39983,MT
801,9716270,SG,Singapore,HAFNIA ANNE,MR Tanker,173,29,9.6,35372,Clean Petroleum Products,47948,MT
802,9458863,MT,Malta,SUPRA HARMONY I,Supramax Bulk,191,30,11.4,44546,Grain,64708,MT
803,9736865,SG,Singapore,TRANS FORTUNE 8,Supramax Bulk,210,34,11.2,29070,Sugar,52018,MT
804,9338005,MH,Marshall Islands,SAL STAR,Heavy Lift,169,31,8.7,27451,Modules,12516,MT
805,9195061,GR,Greece,PACIFIC MERCHANT I,Handymax Bulk,185,30,11,30278,Grain,54463,MT
806,9184369,PA,Panama,STAR PROSPERITY V,Capesize Bulk,290,45,18.2,81278,Coal,205882,MT
807,9408675,SG,Singapore,INTER PROGRESS II,Supramax Bulk,198,30,12.2,31603,Grain,60524,MT
808,9530507,BS,Bahamas,GOLDEN CARRIER II,Panamax Bulk,226,35,13.5,55000,Coal,67057,MT
809,9917565,BS,Bahamas,EVERGREEN PACIFIC II,Panamax Container,275,36,13.3,64746,Containers,5225,TEU
810,9419088,MH,Marshall Islands,TRANS HARMONY V,Supramax Bulk,216,35,13,31622,Steel Products,63235,MT
811,9868380,MH,Marshall Islands,SUEZ GLORY III,Suezmax,295,54,17,126235,Crude Oil,145592,MT
812,9101546,BS,Bahamas,SUPRA PROGRESS I,Supramax Bulk,190,31,11.4,30606,Grain,59217,MT
813,9987753,HK,Hong Kong,STENA SOFIA V,MR Tanker,177,28,10.5,34933,Naphtha,42648,MT
814,9832567,MH,Marshall Islands,STOLT EXCELLENCE IV,Chemical Tanker,148,31,10.6,22207,Vegetable Oils,25557,MT
815,9565083,GB,United Kingdom,INTER UNITY IV,Supramax Bulk,212,34,12.8,40916,Sugar,51793,MT
816,9980276,LR,Liberia,ARCTIC STAR I,Reefer,149,24,9.5,17259,Fruits,608795,CBF
817,9210485,HK,Hong Kong,GLOBAL HARMONY II,General Cargo,155,22,9.8,7449,Machinery,13384,MT
818,9318663,HK,Hong Kong,PIL ATLANTIC,Panamax Container,291,38,12.4,61207,Containers,4816,TEU
819,9695993,LR,Liberia,STOLT INTEGRITY III,Chemical Tanker,190,31,10.5,16887,Caustic Soda,26460,MT
820,9963712,LR,Liberia,STAR SPIRIT I,Handymax Bulk,183,29,11.7,30219,Fertilizer,41896,MT
821,9856786,PA,Panama,CMA CGM EXCELLENCE,ULCV,399,61,15.4,202883,Containers,23922,TEU
822,9616483,DK,Denmark,COASTAL RUBY I,Handysize Bulk,155,24,8.8,21241,Logs,27825,MT
823,9430652,MH,Marshall Islands,SUNNY PEARL IV,Handysize Bulk,143,25,8.7,18132,Steel Products,37813,MT
824,9974316,MT,Malta,IRON FORTUNE,Capesize Bulk,271,43,17.5,108666,Iron Ore,202667,MT
825,9292552,US,United States,FRONT TITAN IV,VLCC,340,58,20.8,234626,Crude Oil,262803,MT
826,9807227,PA,Panama,IRON GLORY III,Capesize Bulk,283,48,17.5,101418,Iron Ore,192317,MT
827,9824584,GR,Greece,ZIM ASIA III,Panamax Container,285,37,13.2,68405,Containers,5141,TEU
828,9386320,PA,Panama,PACIFIC TRADER IV,Handymax Bulk,185,31,10.6,26234,Cement,41580,MT
829,9116755,PH,Philippines,SUNNY RUBY 3,Handysize Bulk,145,27,9.1,13846,Steel Products,28720,MT
830,9431599,PH,Philippines,SUNRISE TRADER II,Panamax Bulk,222,36,14.3,35749,Coal,72940,MT
831,9087370,LR,Liberia,NAVIGATOR PRINCESS 3,LPG Carrier,248,32,10.6,63501,Propane,59451,CBM
832,9580764,US,United States,REGIONAL SERVICE I,Feeder Container,172,30,9.6,25445,Containers,2391,TEU
833,9523655,DK,Denmark,HANDY RUBY IV,Handysize Bulk,160,26,10.3,20249,General Bulk,36253,MT
834,9366746,MH,Marshall Islands,DFDS STAR I,Passenger Ferry,187,27,6.7,34585,Vehicles,3150,PAX
835,9981878,FR,France,FEEDER LINK IV,Feeder Container,177,28,8.3,11930,Containers,2013,TEU
836,9848651,JP,Japan,TIDEWATER SERVER IV,Offshore Supply,90,23,6.9,4724,Water,4856,MT
837,9510542,SG,Singapore,SUNRISE MERCHANT II,Panamax Bulk,235,37,12.5,53278,Iron Ore,70671,MT
838,9289328,HK,Hong Kong,TORM ANNE,MR Tanker,171,34,10.7,34695,Gasoline,41398,MT
839,9255914,DK,Denmark,IRON PROSPERITY I,Capesize Bulk,298,49,16.9,118116,Coal,173192,MT
840,9906813,HK,Hong Kong,COASTAL EXPRESS 1,Feeder Container,164,29,8.1,14364,Containers,2803,TEU
841,9961780,KR,South Korea,GLOVIS HIGHWAY 7,PCTC,182,35,8.9,74667,Heavy Machinery,8368,CEU
842,9827972,LR,Liberia,GASLOG STAR III,LNG Carrier,344,50,12.2,92531,LNG,215213,CBM
843,9365093,LR,Liberia,COASTAL DIAMOND 2,Handysize Bulk,167,26,8.9,22205,General Bulk,38211,MT
844,9439914,PH,Philippines,MOL TRIUMPH,PCTC,218,35,10.1,74250,Heavy Machinery,4474,CEU
845,9038001,LR,Liberia,NAVIG8 EXCELLENCE II,Chemical Tanker,146,26,8.9,32465,Phosphoric Acid,23419,MT
846,9362695,LR,Liberia,HAPAG EXPRESS I,Neo-Panamax Container,348,52,14.1,135287,Containers,14458,TEU
847,9691538,IT,Italy,ARDMORE LAURA V,MR Tanker,186,28,11.3,25093,Diesel,51256,MT
848,9391738,HK,Hong Kong,BW PRINCESS IV,LPG Carrier,205,35,10.8,42923,Ammonia,62625,CBM
849,9825737,PA,Panama,EVERGREEN ATLANTIC II,Panamax Container,262,38,13.5,69409,Containers,4613,TEU
850,9311476,HK,Hong Kong,ATLANTIC TRADER V,Handymax Bulk,175,33,11.8,34868,Steel Coils,45605,MT
851,9119289,DE,Germany,REGIONAL EXPRESS IV,Feeder Container,190,23,9.1,14037,Containers,1369,TEU
852,9219006,GR,Greece,TIDEWATER SUPPLIER 9,Offshore Supply,91,18,6.8,4264,Deck Cargo,4005,MT
853,9980638,BS,Bahamas,ZIM EUROPE III,Panamax Container,294,36,12.8,71790,Containers,5324,TEU
854,9659892,MH,Marshall Islands,ZIM EUROPE,Panamax Container,262,35,12.3,60950,Containers,4192,TEU
855,9999461,SG,Singapore,K LINE LEADER,PCTC,182,33,8.6,51602,Heavy Machinery,4010,CEU
856,9125703,BS,Bahamas,FRESH STAR V,Reefer,135,25,10.4,15534,Fish,424680,CBF
857,9571755,MT,Malta,INTER FORTUNE I,Supramax Bulk,202,33,12.2,41997,Steel Products,59097,MT
858,9111113,NO,Norway,ASIA PROGRESS I,General Cargo,157,28,8.2,17275,General Cargo,17095,MT
859,9309672,CY,Cyprus,FINNLINES CARRIER I,RoRo Cargo,196,31,8.6,33668,Rolling Cargo,2501,LM
860,9395696,HK,Hong Kong,MSC HORIZON,Cruise Ship,293,39,7.7,213983,Passengers,4777,PAX
861,9556193,HK,Hong Kong,BALTIC LINK 4,RoRo Cargo,163,27,9.3,26217,Rolling Cargo,5241,LM
862,9841495,MT,Malta,ISLAND DIAMOND 9,Handysize Bulk,153,26,10.1,19866,Grain,24768,MT
863,9561741,DK,Denmark,STENA UNITY III,Panamax Tanker,221,38,12.5,49822,Fuel Oil,73155,MT
864,9185420,CY,Cyprus,TRANS HARMONY 3,Supramax Bulk,190,31,13,40061,Fertilizer,58754,MT
865,9428347,MH,Marshall Islands,SCORPIO STAR I,Aframax,241,46,13.3,57831,Fuel Oil,113568,MT
866,9421029,NL,Netherlands,TRANS HARMONY III,General Cargo,158,23,9.1,17961,General Cargo,21717,MT
867,9061109,MT,Malta,HANDY SPIRIT III,Handymax Bulk,182,30,10.4,33880,Cement,44839,MT
868,9447030,PA,Panama,DORIAN PRINCESS II,LPG Carrier,248,33,10.6,59609,LPG,65245,CBM
869,9094087,CN,China,ZIM ATLANTIC 4,Panamax Container,264,37,13.1,52874,Containers,5088,TEU
870,9196539,PA,Panama,BALTIC LIGHT III,Aframax,230,48,14.5,54268,Fuel Oil,110197,MT
871,9000017,BS,Bahamas,COOL CARRIER 7,Reefer,179,26,8.3,15637,Fruits,480213,CBF
872,9009653,HK,Hong Kong,SEA NAVIGATOR 1,VLCC,322,69,21.8,307441,Crude Oil,266384,MT
873,9833239,MH,Marshall Islands,ASIA MERCHANT I,General Cargo,131,20,9,11544,General Cargo,23911,MT
874,9095502,US,United States,YANG MING TRUST III,Neo-Panamax Container,325,50,14.6,107130,Containers,13008,TEU
875,9437744,LR,Liberia,COASTAL DIAMOND I,Handysize Bulk,140,25,9.9,24761,Logs,25500,MT
876,9488685,DK,Denmark,MAERSK TRUST I,Neo-Panamax Container,353,52,14.7,117889,Containers,14120,TEU
877,9583490,BS,Bahamas,FINNLINES TRADER I,RoRo Cargo,200,30,7.1,35023,Heavy Equipment,2991,LM
878,9725772,MH,Marshall Islands,EAGLE NAVIGATOR,VLCC,321,55,21.6,182784,Crude Oil,284459,MT
879,9695755,MH,Marshall Islands,ASIA MERCHANT V,General Cargo,135,23,9.1,13231,Bagged Goods,16312,MT
880,9294661,HK,Hong Kong,ROYAL WONDER,Cruise Ship,326,41,7.7,74731,Passengers,6139,PAX
881,9178756,CN,China,ATLANTIC CARRIER IV,RoRo Cargo,171,28,9.4,38426,Rolling Cargo,2979,LM
882,9303706,MT,Malta,SK STAR IV,LNG Carrier,334,54,12.3,111692,LNG,251391,CBM
883,9503972,SG,Singapore,X-PRESS EXPRESS II,Feeder Container,164,27,8.2,21408,Containers,2498,TEU
884,9552535,MH,Marshall Islands,ATLANTIC CARRIER V,Handymax Bulk,187,29,11.5,28207,Logs,45387,MT
885,9123251,LR,Liberia,ZIM EUROPE IV,Panamax Container,284,37,12.8,64254,Containers,4881,TEU
886,9791393,PA,Panama,PACIFIC HARVEST I,Panamax Bulk,235,33,14.5,36171,Iron Ore,69971,MT
887,9370293,PA,Panama,COSCO TRIUMPH IV,ULCV,388,60,14.8,210813,Containers,21478,TEU
888,9469422,KR,South Korea,TALLINK LINE,Passenger Ferry,168,27,6.7,43617,Vehicles,3367,PAX
889,9522594,CY,Cyprus,HYUNDAI STAR,LNG Carrier,308,50,12,140096,LNG,181972,CBM
890,9940727,HK,Hong Kong,HANSA RANGER,Heavy Lift,164,27,9.7,25889,Offshore Equipment,16133,MT
891,9624969,SG,Singapore,K LINE CHAMPION IV,PCTC,203,31,10.4,50080,Vehicles,4741,CEU
892,9603938,GR,Greece,COASTAL JADE III,Handysize Bulk,148,30,8.7,14971,Logs,33211,MT
893,9680305,JP,Japan,EURO MERCHANT II,General Cargo,140,22,9.8,15268,Timber,15951,MT
894,9230543,CN,China,IRON PROSPERITY IV,Capesize Bulk,294,46,17,93123,Coal,189953,MT
895,9164693,LR,Liberia,TRANS TRADER IV,General Cargo,151,28,8,13640,General Cargo,15974,MT
896,9087486,NO,Norway,ATLANTIC SPIRIT 7,Handymax Bulk,195,34,11.7,30515,Fertilizer,43094,MT
897,9870128,MH,Marshall Islands,STAR TRADER 8,Handymax Bulk,195,31,12.3,29511,Fertilizer,51145,MT
898,9194396,BS,Bahamas,PACIFIC SPIRIT IV,Handymax Bulk,187,29,10.3,27600,Logs,40218,MT
899,9583708,PA,Panama,NORDIC CONFIDENCE IV,Chemical Tanker,169,23,9.9,33645,Phosphoric Acid,19696,MT
900,9349613,AE,UAE,MSC GLORY III,ULCV,385,58,14.9,235263,Containers,22593,TEU
901,9634514,LR,Liberia,ODFJELL PRECISION IV,Chemical Tanker,181,29,11,14897,Vegetable Oils,42763,MT
902,9559759,DK,Denmark,COASTAL LINK V,Feeder Container,173,30,9.2,27209,Containers,1502,TEU
903,9503134,KR,South Korea,ARDMORE LAURA 8,MR Tanker,171,28,10.1,39024,Gasoline,42425,MT
904,9750755,BS,Bahamas,MAERSK HARMONY III,Neo-Panamax Container,347,49,14,111903,Containers,13898,TEU
905,9867407,LR,Liberia,SAL FALCON,Heavy Lift,170,26,7.7,14729,Project Cargo,32273,MT
906,9146260,LR,Liberia,TRANS MERCHANT II,General Cargo,128,22,9.1,16965,Machinery,10283,MT
907,9709415,DE,Germany,ASIA HARMONY I,General Cargo,120,26,9.6,10263,Bagged Goods,13632,MT
908,9833426,MH,Marshall Islands,COASTAL LINK 4,Feeder Container,140,28,9.1,17742,Containers,882,TEU
909,9155491,SG,Singapore,PACIFIC SPIRIT V,Handymax Bulk,187,31,10.8,24307,Cement,51581,MT
910,9618774,MH,Marshall Islands,IRON DIGNITY III,Capesize Bulk,285,43,16,95475,Iron Ore,177340,MT
911,9621953,SG,Singapore,BRITTANY LINE II,Passenger Ferry,182,26,6.7,31474,Vehicles,2544,PAX
912,9600313,FR,France,ULTRA FORTUNE III,Supramax Bulk,190,30,12.1,40558,Fertilizer,51982,MT
913,9345222,GR,Greece,TORM ANNE I,MR Tanker,189,28,10.3,37839,Naphtha,41442,MT
914,9394227,SG,Singapore,ULTRA PROGRESS 5,Supramax Bulk,219,32,12.5,41889,Cement,56235,MT
915,9175644,JP,Japan,MINERAL PROSPERITY II,Capesize Bulk,277,46,18.1,96462,Iron Ore,184797,MT
916,9853823,BS,Bahamas,MSC GLORY II,ULCV,387,61,14.7,234861,Containers,23841,TEU
917,9044973,MT,Malta,PIL ATLANTIC I,Panamax Container,291,36,12.3,56429,Containers,4389,TEU
918,9411506,MT,Malta,ARDMORE PERFORMANCE V,Panamax Tanker,236,35,13.4,43745,Gasoil,64108,MT
919,9998104,LR,Liberia,SCORPIO PERFORMANCE 6,Panamax Tanker,221,33,11.4,48899,Clean Petroleum Products,61399,MT
920,9698487,DE,Germany,GASLOG GRACE 5,LNG Carrier,336,45,11.5,97630,LNG,190212,CBM
921,9250020,HK,Hong Kong,SCORPIO VICTORIA I,MR Tanker,171,29,9.8,28666,Clean Petroleum Products,49716,MT
922,9347779,MH,Marshall Islands,HANDY DIAMOND I,Handysize Bulk,143,27,9.4,12306,Scrap Metal,34916,MT
923,9603100,JP,Japan,NORDIC LIGHT I,Aframax,249,42,13.6,77937,Fuel Oil,84320,MT
924,9809003,BS,Bahamas,STENA ADVENTURER,Passenger Ferry,172,26,6.6,29155,Vehicles,2119,PAX
925,9173189,CN,China,FEEDER EXPRESS III,Feeder Container,136,23,10.1,25283,Containers,2528,TEU
926,9796075,CY,Cyprus,HAPPY STAR V,Heavy Lift,170,32,8.2,19549,Offshore Equipment,17459,MT
927,9197581,DE,Germany,BALTIC LINK II,RoRo Cargo,176,28,7.6,18865,Trailers,4420,LM
928,9674186,SG,Singapore,COASTAL LINK 5,Feeder Container,133,28,10.7,10457,Containers,2704,TEU
929,9606042,LR,Liberia,HAPAG HARMONY II,Neo-Panamax Container,351,48,14.4,105690,Containers,14707,TEU
930,9105027,JP,Japan,BRITTANY LINE IV,Passenger Ferry,199,30,6.9,32892,Vehicles,2227,PAX
931,9540727,BS,Bahamas,ZIM ASIA II,Panamax Container,260,37,12.8,68933,Containers,4597,TEU
932,9441662,GR,Greece,PACIFIC TRADER V,Handymax Bulk,199,33,10.5,32995,Grain,45576,MT
933,9580532,US,United States,SWIRE SERVER V,Offshore Supply,80,24,7.1,2798,Drilling Supplies,3589,MT
934,9289969,LR,Liberia,ATLANTIC SPIRIT III,Handymax Bulk,174,31,11.6,23078,Fertilizer,41352,MT
935,9559709,LR,Liberia,NORDIC MAX II,Suezmax,289,53,16.8,87933,Fuel Oil,144461,MT
936,9630397,GR,Greece,HAFNIA UNITY I,Panamax Tanker,234,38,11.8,45057,Gasoil,71983,MT
937,9517615,NO,Norway,X-PRESS SHUTTLE II,Feeder Container,192,25,9.1,18990,Containers,2757,TEU
938,9224249,CY,Cyprus,SUNRISE HARVEST III,Panamax Bulk,236,32,13.3,40619,Grain,77201,MT
939,9999312,SG,Singapore,TIDEWATER SUPPLIER 4,Offshore Supply,76,20,7.1,2710,Fuel,5311,MT
940,9813469,LR,Liberia,ODFJELL INTEGRITY III,Chemical Tanker,170,26,9.2,25719,Methanol,21756,MT
941,9328315,LR,Liberia,YANG MING HARMONY,Neo-Panamax Container,365,48,15.1,101941,Containers,13702,TEU
942,9468460,PA,Panama,CAPE DIGNITY II,Capesize Bulk,293,46,17.4,102663,Iron Ore,164877,MT
943,9536919,SG,Singapore,ATLANTIC SPIRIT II,Handymax Bulk,193,33,11.1,30033,Cement,40545,MT
944,9363292,BS,Bahamas,SUNRISE TRADER V,Panamax Bulk,226,37,12.6,35639,Iron Ore,67013,MT
945,9531652,HK,Hong Kong,TRANS PROGRESS V,General Cargo,161,21,8.8,12490,Bagged Goods,23196,MT
946,9284599,PA,Panama,ASIA PROGRESS 4,General Cargo,160,24,9.1,17786,General Cargo,19312,MT
947,9332248,SG,Singapore,NAVIG8 CONFIDENCE V,Chemical Tanker,175,27,8.7,26333,Methanol,19061,MT
948,9523333,LR,Liberia,ZIM ASIA 4,Panamax Container,269,33,12.1,69885,Containers,4155,TEU
949,9417125,CY,Cyprus,TORM MARY III,MR Tanker,190,31,9.9,32351,Jet Fuel,40243,MT
950,9688484,HK,Hong Kong,EURO TRADER I,General Cargo,140,27,9.3,14897,Machinery,10237,MT
951,9651595,MH,Marshall Islands,ODFJELL PRECISION II,Chemical Tanker,188,31,8.7,19068,Chemicals,44816,MT
952,9125220,IN,India,ISLAND RUBY 9,Handysize Bulk,178,25,9.2,17481,Scrap Metal,39297,MT
953,9142747,PA,Panama,COASTAL RUBY III,Handysize Bulk,142,30,10.1,17090,Scrap Metal,32038,MT
954,9448894,MH,Marshall Islands,MSC ACE I,ULCV,394,60,15.5,216232,Containers,21065,TEU
955,9152282,MH,Marshall Islands,NORTH SEA CARRIER III,RoRo Cargo,160,25,8.5,35060,Heavy Equipment,3317,LM
956,9226169,LR,Liberia,SUNRISE CARRIER IV,Panamax Bulk,249,38,14.4,45563,Coal,72721,MT
957,9144530,SA,Saudi Arabia,NYK SPIRIT II,PCTC,202,30,9,74263,Vehicles,5270,CEU
958,9052594,IT,Italy,FEEDER LINK 6,Feeder Container,169,28,8.9,9790,Containers,2225,TEU
959,9866016,GR,Greece,ATLANTIC HIGHWAY V,RoRo Cargo,191,32,8.3,41092,Heavy Equipment,2763,LM
960,9390619,LR,Liberia,ARCTIC EXPRESS II,Reefer,145,24,9.1,16880,Refrigerated Cargo,499380,CBF
961,9228873,CN,China,STOLT CONFIDENCE IV,Chemical Tanker,161,22,8.7,19678,Chemicals,38551,MT
962,9356378,NO,Norway,MAERSK EXPRESS III,Neo-Panamax Container,328,48,14.5,138300,Containers,14991,TEU
963,9721175,PA,Panama,NORDIC PRECISION I,Chemical Tanker,167,29,11.1,28986,Vegetable Oils,23713,MT
964,9086725,HK,Hong Kong,CMA CGM ACE,ULCV,395,56,15.4,214970,Containers,22494,TEU
965,9606302,IN,India,CARNIVAL MAGIC I,Cruise Ship,278,33,8.9,96570,Passengers,3825,PAX
966,9469779,MH,Marshall Islands,STAR CARRIER I,Handymax Bulk,195,29,10.2,24504,Grain,41628,MT
967,9952406,IN,India,FINNLINES LINK V,RoRo Cargo,176,25,8.2,24263,Heavy Equipment,3842,LM
968,9381879,PA,Panama,BW PRINCESS I,LPG Carrier,217,32,11.6,43100,Propane,66599,CBM
969,9489698,MT,Malta,PACIFIC TITAN,VLCC,345,64,18.5,197276,Crude Oil,305270,MT
970,9582689,KR,South Korea,ARDMORE VICTORIA II,MR Tanker,176,30,11.2,30844,Gasoline,50168,MT
971,9824785,JP,Japan,TORM VICTORIA IV,MR Tanker,187,28,9.6,33237,Naphtha,45042,MT
972,9375913,MH,Marshall Islands,PANA MERCHANT V,Panamax Bulk,223,33,13.4,53616,Iron Ore,65361,MT
973,9449292,PA,Panama,ASIA MERCHANT 3,General Cargo,152,25,9.1,19489,Steel,23364,MT
974,9012516,MT,Malta,PANA CARRIER III,Panamax Bulk,237,35,13.8,43317,Bauxite,78122,MT
975,9718865,PA,Panama,ODFJELL CONFIDENCE II,Chemical Tanker,174,27,11,24763,Phosphoric Acid,33541,MT
976,9925794,US,United States,HAFNIA QUEEN I,Aframax,267,47,14.7,84687,Dirty Petroleum Products,87227,MT
977,9168217,JP,Japan,ATLANTIC TRADER I,Handymax Bulk,177,34,11.1,22832,Fertilizer,44102,MT
978,9039303,MT,Malta,ASIA PROGRESS V,General Cargo,132,24,8.9,17389,Machinery,21521,MT
979,9980568,PA,Panama,PACIFIC GLORY,VLCC,337,69,21,159014,Crude Oil,255544,MT
980,9748510,PA,Panama,STENA EMMA III,MR Tanker,184,34,11.4,38765,Jet Fuel,40459,MT
981,9473133,GR,Greece,PACIFIC TRADER II,Panamax Bulk,221,33,12.9,54192,Iron Ore,79567,MT
982,9288988,LR,Liberia,X-PRESS LINK V,Feeder Container,175,30,9.6,8711,Containers,1815,TEU
983,9861884,PA,Panama,GLOBAL TRADER II,General Cargo,162,20,9.2,19258,Timber,8361,MT
984,9546598,SG,Singapore,DORIAN STAR V,LPG Carrier,248,34,11.2,41744,Ammonia,56599,CBM
985,9628324,HK,Hong Kong,NORDIC EXCELLENCE I,Chemical Tanker,140,26,9.2,25552,Chemicals,28445,MT
986,9434881,HK,Hong Kong,AVANCE PRINCESS,LPG Carrier,258,38,11.3,48357,Propane,68393,CBM
987,9149293,BS,Bahamas,STAR GLORY I,Capesize Bulk,291,47,18.4,115265,Coal,183321,MT
988,9241812,SG,Singapore,ARDMORE PROGRESS V,Panamax Tanker,225,37,11.4,50413,Gasoil,55596,MT
989,9688885,LR,Liberia,MARAN PIONEER,LNG Carrier,342,44,11.5,131253,LNG,193430,CBM
990,9739687,DE,Germany,TIDEWATER PROVIDER IV,Offshore Supply,86,22,7.1,2518,Water,4906,MT
991,9645660,US,United States,REGIONAL SHUTTLE III,Feeder Container,199,25,8.8,8979,Containers,1312,TEU
992,9395923,MH,Marshall Islands,HOEGH SPIRIT IV,PCTC,181,31,10.5,63879,Trucks,4295,CEU
993,9330026,SG,Singapore,GENER8 SPIRIT 8,Suezmax,280,55,15.4,163936,Crude Oil,123722,MT
994,9286659,PA,Panama,NAVIGATOR LEADER 9,LPG Carrier,207,41,10.8,40632,Propane,79868,CBM
995,9088050,PA,Panama,TRANS MERCHANT 8,General Cargo,128,21,7.6,18650,General Cargo,9795,MT
996,9772754,MH,Marshall Islands,SCORPIO SOFIA IV,MR Tanker,188,34,11.3,39423,Clean Petroleum Products,42968,MT
997,9701248,SG,Singapore,ULTRA HARMONY I,Supramax Bulk,217,30,11.2,44564,Grain,64603,MT
998,9655005,LR,Liberia,STAR TITAN,VLCC,346,62,18.9,238651,Crude Oil,318618,MT
999,9437459,SG,Singapore,NORDIC LIGHT,Suezmax,300,50,16.1,149484,Fuel Oil,157818,MT
1000,9381216,JP,Japan,SCORPIO MARY IV,MR Tanker,187,32,11.2,30999,Clean Petroleum Products,53100,MT
1001,9576163,IT,Italy,SUEZ SPIRIT I,Suezmax,300,55,16.4,93521,Crude Oil,140393,MT
1002,9647419,LR,Liberia,NORDIC PRINCESS I,Aframax,270,48,13.2,73070,Dirty Petroleum Products,95984,MT
1003,9766368,SA,Saudi Arabia,COSCO GLORY,ULCV,395,60,14.5,195959,Containers,20222,TEU
1004,9213461,PA,Panama,WAN HAI ATLANTIC V,Panamax Container,277,33,12.6,51691,Containers,4697,TEU
1005,9033411,KR,South Korea,HAPPY DRAGON,Heavy Lift,158,25,8.8,21331,Project Cargo,16754,MT
1006,9454992,SG,Singapore,BALTIC STAR 6,Aframax,237,48,13.2,61999,Crude Oil,99960,MT
1007,9496087,MT,Malta,GENER8 LIGHT 7,Suezmax,280,52,17,91871,Fuel Oil,121235,MT
1008,9289192,HK,Hong Kong,SUNRISE TRADER,Panamax Bulk,231,38,12.9,51411,Bauxite,75682,MT
1009,9656657,MT,Malta,EVER EXCELLENCE V,ULCV,396,61,15.4,184750,Containers,20970,TEU
